Åland_Islands  Åland University of Applied Sciences  Mariehamn
Bangladesh  Women Teachers Training College  Mymensingh
Bangladesh  Bangladesh University of Business and Technology  Mirpur_Thana
Bangladesh  Comilla Medical College  Comilla
Bangladesh  Jalalabad Ragib-Rabeya Medical College  Sylhet
Bangladesh  Sylhet Polytechnic Institute  Sylhet
Bangladesh  North East Medical College  Sylhet
Bangladesh  Begum Rokeya University  Rangpur,_Bangladesh
Bangladesh  Bangabandhu Sheikh Mujibur Rahman Agricultural University  Salna
Bangladesh  Government Science College  Farmgate, Dhaka
Bangladesh  Asian University for Women  Chittagong
Bangladesh  Bangladesh Agricultural Research Institute  Gazipur,_Dhaka_Division
Barbados  Bellairs Research Institute  Holetown
Belarus  Academy of Public Administration (Belarus)  Minsk
Belarus  Vitebsk State Technological University  Vitebsk
Belarus  Belarusian State University of Informatics and Radioelectronics  Minsk
Belarus  Belarusian National Technical University  Minsk
Belarus  Hrodna State University  Grodno
Belarus  Mogilev State A.Kuleshov University  Mogilev
Belarus  International Sakharov Environmental University  Minsk
Belgium  Université libre de Bruxelles  Brussels
Belgium  Facultés universitaires Saint-Louis  Brussels
Belgium  Brussels School of International Studies  Brussels
Belgium  Erasmushogeschool Brussel  Brussels
Belgium  Faculty of Theology, Catholic University of Leuven  Leuven
Belgium  University of Liège  Liège
Belgium  University of Kent  Tonbridge
Belgium  Université catholique de Louvain  Ottignies-Louvain-la-Neuve
Belgium  University of Kent  Medway
Belgium  Sint-Lucas School of Architecture  Brussels and Ghent
Belgium  Royal Military Academy (Belgium)  Brussels
Belgium  Vesalius College  Brussels
Belgium  University of Kent  Brussels
Belgium  University of Kent  Paris
Belgium  Katholieke Universiteit Leuven  Leuven
Belgium  University of Kent  Canterbury
Belgium  Antwerp Management School  Antwerp
Belgium  Hogeschool Gent  Ghent
Belgium  Sabena Flight Academy  Mesa,_Arizona
Belgium  Lessius Hogeschool  Antwerp
Belgium  Katholieke Universiteit Leuven Campus Kortrijk  Kortrijk
Belgium  Louvain School of Management  Louvain-la-Neuve
Belgium  Sabena Flight Academy  Évora
Belgium  Sabena Flight Academy  Steenokkerzeel
Belgium  Centre Européen de Recherches Internationales et Stratégiques  Brussels
Belgium  Hogeschool-Universiteit Brussel  Brussels
Belgium  Lessius Mechelen  Mechelen
Belgium  Evangelical Theological Faculty  Leuven
Belgium  Vlerick Leuven Gent Management School  Leuven & Ghent & Saint-Petersburg
Belgium  University of Mons  Mons
Belgium  Facultés universitaires Notre-Dame de la Paix  Namur_(city)
Belgium  Fiscale Hogeschool  Brussels
Belgium  Vrije Universiteit Brussel  Brussels
Belgium  Boston University Brussels  Brussels
Belgium  Institute of Tropical Medicine Antwerp  Antwerp
Belize  Sacred Heart Junior College  Cayo_District
Belize  St. John's College, Belize  Belize_City
Belize  Medical University of the Americas – Belize  San_Pedro_Town
Belize  Muffles Junior College  Orange Walk Town
Belize  Corozal Junior College  Joseito Layout
Belize  University of Belize  Belmopan
Belize  Wesley Junior College  Belize_City
Belize  Belize Adventist Junior College  Calcutta
Belize  Galen University  San Ignacio (town)
Benin  University of Science and Technology of Benin  Cotonou
Benin  National University of Benin  Cotonou
Benin  RUSTA  Abidjan
Bermuda  Bermuda College  Paget_Parish
Bhutan  Royal University of Bhutan  Thimphu
Bolivia  Unidad Académica Campesina-Carmen Pampa  Carmen_Pampa
Bolivia  Higher University of San Andrés  La_Paz
Bolivia  Bolivia Adventist University  Cochabamba
Bolivia  University of Saint Francis Xavier  Sucre
Bolivia  Universidad Autónoma Gabriel René Moreno  Santa_Cruz_de_la_Sierra
Bosnia_and_Herzegovina  American University in Bosnia and Herzegovina  Sarajevo
Bosnia_and_Herzegovina  Sarajevo School of Science and Technology  Sarajevo
Bosnia_and_Herzegovina  American University in Bosnia and Herzegovina  Tuzla
Bosnia_and_Herzegovina  American University in Bosnia and Herzegovina  Banja_Luka
Bosnia_and_Herzegovina  American University in Bosnia and Herzegovina  Mostar
Bosnia_and_Herzegovina  International Burch University  Sarajevo
Bosnia_and_Herzegovina  Slobomir University  Slobomir
Bosnia_and_Herzegovina  University of East Sarajevo  Istočno_Sarajevo
Bosnia_and_Herzegovina  Agromediterranean Faculty, University Džemal Bijedić of Mostar  Mostar
Bosnia_and_Herzegovina  University of Banja Luka  Banja Luka
Bosnia_and_Herzegovina  University of Bihać  Bihać
Bosnia_and_Herzegovina  University of Zenica  Zenica
Bosnia_and_Herzegovina  International University of Sarajevo  Sarajevo
Bosnia_and_Herzegovina  University Sinergija  Bijeljina
Bosnia_and_Herzegovina  Academy of Performing Arts in Sarajevo  Sarajevo
Bosnia_and_Herzegovina  Faculty of Business Management, University Džemal Bijedić of Mostar  Mostar
Bosnia_and_Herzegovina  University Džemal Bijedić of Mostar  Mostar
Bosnia_and_Herzegovina  University of Tuzla  Tuzla
Bosnia_and_Herzegovina  Faculty of Information Technology, University Džemal Bijedić of Mostar  Mostar
Bosnia_and_Herzegovina  Faculty of Law, University of Mostar  Mostar
Bosnia_and_Herzegovina  University of Sarajevo  Sarajevo
Bosnia_and_Herzegovina  School of Economics and Business Sarajevo  Sarajevo
Bosnia_and_Herzegovina  Sarajevo Law School  Sarajevo
Bosnia_and_Herzegovina  Sarajevo Graduate School of Business  Sarajevo
Bosnia_and_Herzegovina  Sarajevo Music Academy  Sarajevo
Bosnia_and_Herzegovina  University of Mostar  Mostar
Bosnia_and_Herzegovina  Teachers Faculty, University Džemal Bijedić of Mostar  Mostar
Bosnia_and_Herzegovina  Faculty of Human Sciences/Humanities, University Džemal Bijedić of Mostar  Mostar
Botswana  Botswana Accountancy College  Gaborone
Botswana  Botswana Accountancy College  Francistown
Botswana  Botswana International University of Science and Technology  Palapye
Botswana  University of Botswana  Gaborone, Francistown, and Maun
Brazil  Law School of Fluminense Federal University  Niterói
Brazil  Fluminense Federal University  Niterói
Brazil  Rio de Janeiro State University  Rio de Janeiro
Brazil  Universidade de Pernambuco  Recife
Brazil  University of the State of Amazonas  Manaus
Brazil  Federal University of Amazonas  Manaus
Brazil  PPGMAp  Porto_Alegre
Brazil  Instituto Superior de Tecnologia em Ciências da Computação do Rio de Janeiro  Rio_de_Janeiro
Brazil  Instituto Nacional de Matemática Pura e Aplicada  Rio_de_Janeiro
Brazil  Pontifical Catholic University of Rio de Janeiro  Rio_de_Janeiro
Brazil  Centro Federal de Educação Tecnológica Celso Suckow da Fonseca  Rio_de_Janeiro
Brazil  Centro Universitário Franciscano  Santa_Maria,_Rio_Grande_do_Sul
Brazil  Universidade Católica Dom Bosco  Campo_Grande
Brazil  Faculdade de Medicina da Universidade Federal de Minas Gerais  Belo_Horizonte
Brazil  Federal University of Maranhão  São Luís , Imperatriz, Bacabal, Chapadinha, Pinheiro e Codó
Brazil  Universidade do Extremo Sul Catarinense  Criciúma
Brazil  Universidade Católica de Petrópolis  Petrópolis
Brazil  Anhembi Morumbi University  São_Paulo
Brazil  Jorge Amado University Center  Salvador,_Bahia
Brazil  Universidade Federal do Estado do Rio de Janeiro  Rio de Janeiro
Brazil  Universidade Federal do Pampa  Bagé
Brazil  Universidade Católica de Santos  Santos,_São_Paulo
Brazil  Universidade Feevale  Novo_Hamburgo
Brazil  State University of Feira de Santana  Feira_de_Santana
Brazil  Universidade Católica de Brasília  Brasília
Brazil  Federal University of Uberlândia  Uberlândia, Ituiutaba, Monte Carmelo and Patos de Minas
Brazil  Universidade do Estado de Minas Gerais  Carangola
Brazil  Universidade do Estado de Minas Gerais  Diamantina
Brazil  Universidade do Estado de Minas Gerais  Poços de Caldas
Brazil  Universidade do Estado de Minas Gerais  Barbacena
Brazil  University of Itaúna  Lagoa_da_Prata
Brazil  Pontifícia Universidade Católica de Minas Gerais  Poços_de_Caldas
Brazil  Pontifícia Universidade Católica de Minas Gerais  Serro
Brazil  University of São Paulo  Lorena,_São_Paulo
Brazil  Pontifícia Universidade Católica de Minas Gerais  Guanhães
Brazil  University of São Paulo  São_Carlos
Brazil  Ibmec  Brasília
Brazil  Universidade do Estado de Minas Gerais  Lavras
Brazil  State University of Norte Fluminense  Campos_dos_Goytacazes
Brazil  Universidade Estadual de Londrina  Londrina
Brazil  Pontifícia Universidade Católica de Minas Gerais  Contagem
Brazil  Polytechnic School of the University of São Paulo  São_Paulo
Brazil  University of São Paulo  São_Paulo
Brazil  FAU-USP  São_Paulo
Brazil  Universidade do Estado de Minas Gerais  Passos
Brazil  Universidade do Estado de Minas Gerais  João Monlevade
Brazil  Escola Brasileira de Administração Pública e de Empresas  Rio de Janeiro
Brazil  Universidade Federal de Viçosa  Viçosa
Brazil  Universidade Católica de Pernambuco  Recife
Brazil  Federal University of Pernambuco  Recife
Brazil  Pontifícia Universidade Católica de Minas Gerais  Arcos
Brazil  University of São Paulo  Bauru
Brazil  University of São Paulo  Ribeirão_Preto
Brazil  Centro Universitário Ritter dos Reis  Porto_Alegre
Brazil  University of Itaúna  Itaúna
Brazil  University of Itaúna  Almenara
Brazil  Universidade do Estado de Minas Gerais  Frutal
Brazil  Universidade do Estado de Minas Gerais  Ubá
Brazil  Fundação Armando Alvares Penteado  São Paulo, SP, Ribeirão Preto and São José dos Campos
Brazil  Universidade Bandeirante de São Paulo  São_Bernardo_do_Campo
Brazil  Pontifícia Universidade Católica de Minas Gerais  Betim
Brazil  Ponta Grossa State University  Ponta_Grossa
Brazil  Ibmec  Rio_de_Janeiro
Brazil  Instituto Militar de Engenharia  Rio_de_Janeiro
Brazil  Federal University of Mato Grosso do Sul  Campo_Grande
Brazil  Ibmec  Belo_Horizonte
Brazil  Universidade do Estado de Minas Gerais  Belo_Horizonte
Brazil  Pontifícia Universidade Católica de Minas Gerais  Belo_Horizonte
Brazil  University of São Paulo  Piracicaba
Brazil  Escola Superior de Propaganda e Marketing  São Paulo, Porto Alegre, Rio de Janeiro and Brasília
Brazil  Federal Technological University of Paraná  Apucarana, Campo Mourão, Cornélio Procópio, Curitiba, Dois Vizinhos, Francisco Beltrão, Guarapuava, Londrina, Medianeira, Ponta Grossa, Pato Branco and Toledo
Brazil  São Paulo State Technological College  Several cities
Brazil  Universidade Municipal de São Caetano do Sul  São_Caetano_do_Sul
Brazil  Pontifícia Universidade Católica do Rio Grande do Sul  Viamão
Brazil  Federal University of São Carlos  São_Carlos
Brazil  Pontifícia Universidade Católica do Paraná  Maringá
Brazil  University of Brasília  Brasília
Brazil  Academia da Força Aérea  Pirassununga
Brazil  Universidade Norte do Paraná  Londrina
Brazil  Universidade Estadual do Paraná  Paranavaí,_Paranavaí
Brazil  Inatel  Santa_Rita_do_Sapucaí
Brazil  Federal University of Bahia  Vitória_da_Conquista
Brazil  Federal University of Rio de Janeiro  Rio_de_Janeiro
Brazil  Pontifícia Universidade Católica de Campinas  Campinas
Brazil  Pontifícia Universidade Católica do Paraná  Curitiba
Brazil  Universidade Federal de Minas Gerais  Belo_Horizonte
Brazil  Universidade Federal de Goiás  Goiânia
Brazil  Universidade de Taubaté  Taubaté
Brazil  Federal University of Campina Grande  Campina_Grande
Brazil  Pontifícia Universidade Católica do Rio Grande do Sul  Porto_Alegre
Brazil  Universidade Federal de Ciências da Saúde de Porto Alegre  Porto_Alegre
Brazil  Universidade Federal do Rio Grande do Sul  Porto_Alegre
Brazil  Pontifícia Universidade Católica do Paraná  São_José_dos_Pinhais
Brazil  Universidade Federal de Santa Catarina  Florianópolis
Brazil  Universidade Federal de Goiás  Jataí and Goiás
Brazil  Brazilian Naval School  Rio de Janeiro, on the Villegagnon Island just inside the Guanabara Bay.
Brazil  Pontifícia Universidade Católica de São Paulo  São Paulo , Sorocaba and Barueri
Brazil  Pontifícia Universidade Católica do Paraná  Toledo,_Paraná
Brazil  Universidade Federal Rural do Rio de Janeiro  Brazil
Brazil  Universidade do Vale do Rio dos Sinos  São_Leopoldo
Brazil  Universidade de Taubaté  Ubatuba
Brazil  Pontifícia Universidade Católica do Paraná  Londrina
Brazil  Universidade Federal de Pelotas  Pelotas
Brazil  Universidade Federal de Goiás  Catalão
Brazil  Universidade Livre de Música  São_Paulo
Brazil  Universidade Federal do Vale do São Francisco  Petrolina
Brazil  Federal University of Bahia  Barreiras
Brazil  Pontifícia Universidade Católica do Rio Grande do Sul  Uruguaiana
Brazil  Universidade Católica do Salvador  Salvador,_Bahia
Brazil  Universidade Salvador  Salvador,_Bahia
Brazil  Federal University of Bahia  Salvador,_Bahia
Brazil  Universidade São Judas Tadeu  São_Paulo
Brazil  São Paulo Federal Institute of Education, Science and Technology  São_Paulo
Brazil  School of Economics, Business and Accounting of the University of São Paulo  São_Paulo
